county,county_fips,state_id,state_name,lat,lng,population
Marathon,55073,WI,Wisconsin,44.8983,-89.7591,135485
Hampton,51650,VA,Virginia,37.0551,-76.363,135169
Spotsylvania,51177,VA,Virginia,38.1849,-77.6561,134683
Clark,39023,OH,Ohio,39.9168,-83.7839,134409
Harnett,37085,NC,North Carolina,35.3688,-78.8693,134328
Calhoun,26025,MI,Michigan,42.2465,-85.0056,133943
Tangipahoa,22105,LA,Louisiana,30.6266,-90.4057,133753
Grayson,48181,TX,Texas,33.6268,-96.6777,133527
Tazewell,17179,IL,Illinois,40.5075,-89.5134,132524
Boone,21015,KY,Kentucky,38.9699,-84.7278,132368
Wichita,48485,TX,Texas,33.988,-98.7036,132154
Black Hawk,19013,IA,Iowa,42.4701,-92.3088,131813
Robeson,37155,NC,North Carolina,34.6402,-79.1039,131656
Blount,47009,TN,Tennessee,35.6872,-83.9255,131641
Cambria,42021,PA,Pennsylvania,40.4953,-78.7135,131611
Warren,21227,KY,Kentucky,36.9936,-86.4238,130836
Wood,39173,OH,Ohio,41.3617,-83.623,130662
Rapides,22079,LA,Louisiana,31.1986,-92.5332,130376
Fayette,42051,PA,Pennsylvania,39.9201,-79.6474,130329
Strafford,33017,NH,New Hampshire,43.297,-71.0289,130161
Sumter,12119,FL,Florida,28.7048,-82.081,129938
Kaufman,48257,TX,Texas,32.5993,-96.2878,129792
Madison,18095,IN,Indiana,40.1617,-85.7194,129486
Washington,47179,TN,Tennessee,36.2933,-82.4974,128874
Sebastian,5131,AR,Arkansas,35.1988,-94.2743,127670
Chautauqua,36013,NY,New York,42.2281,-79.3663,127584
Kendall,17093,IL,Illinois,41.5906,-88.4288,127583
Skagit,53057,WA,Washington,48.4793,-121.7305,127442
Linn,41043,OR,Oregon,44.4887,-122.5344,127216
Bossier,22015,LA,Louisiana,32.6784,-93.6049,126952
Clarke,13059,GA,Georgia,33.9512,-83.3673,126952
Cochise,4003,AZ,Arizona,31.8795,-109.7512,126442
Cache,49005,UT,Utah,41.7224,-111.7436,126336
Washington,44009,RI,Rhode Island,41.4697,-71.6225,126139
Berkshire,25003,MA,Massachusetts,42.3707,-73.2064,125927
San Juan,35045,NM,New Mexico,36.5085,-108.3206,125608
Pickens,45077,SC,South Carolina,34.8873,-82.7253,125381
Hunterdon,34019,NJ,New Jersey,40.5673,-74.9122,125063
Ascension,22005,LA,Louisiana,30.2036,-90.9113,125061
Faulkner,5045,AR,Arkansas,35.147,-92.332,124800
Wayne,37191,NC,North Carolina,35.364,-78.004,123785
Gregg,48183,TX,Texas,32.4805,-94.817,123633
Blair,42013,PA,Pennsylvania,40.4811,-78.3484,122495
Kennebec,23011,ME,Maine,44.4091,-69.7673,122158
Comanche,40031,OK,Oklahoma,34.6621,-98.4717,121374
Douglas,20045,KS,Kansas,38.8847,-95.2926,121304
Richland,39139,OH,Ohio,40.7747,-82.5365,121043
Saline,5125,AR,Arkansas,34.6467,-92.6766,120990
Jasper,29097,MO,Missouri,37.2035,-94.3406,120528
Morgan,1103,AL,Alabama,34.4535,-86.8529,119352
Missoula,30063,MT,Montana,47.0365,-113.9237,119062
Carroll,13045,GA,Georgia,33.5828,-85.0798,118692
Tom Green,48451,TX,Texas,31.4044,-100.4622,118645
Potter,48375,TX,Texas,35.4013,-101.8941,118323
La Crosse,55063,WI,Wisconsin,43.9066,-91.1152,118168
Oswego,36075,NY,New York,43.4269,-76.1413,117630
Berkeley,54003,WV,West Virginia,39.4641,-78.0275,117615
Clark,18019,IN,Indiana,38.4772,-85.7073,117410
Allegan,26005,MI,Michigan,42.5913,-85.8884,117104
Bonneville,16019,ID,Idaho,43.3877,-111.6148,116970
Windham,9015,CT,Connecticut,41.83,-71.9874,116657
Lowndes,13185,GA,Georgia,30.8338,-83.2677,116436
Henderson,37089,NC,North Carolina,35.3363,-82.48,116298
Wayne,39169,OH,Ohio,40.8289,-81.888,116063
Sheboygan,55117,WI,Wisconsin,43.7212,-87.9454,115152
Delaware,18035,IN,Indiana,40.2275,-85.3969,114461
Calhoun,1015,AL,Alabama,33.7714,-85.826,114324
Lycoming,42081,PA,Pennsylvania,41.3434,-77.0645,114014
Fayette,13113,GA,Georgia,33.4139,-84.4943,113544
St. Mary's,24037,MD,Maryland,38.3024,-76.6059,113182
Flagler,12035,FL,Florida,29.4614,-81.3136,112854
Pennington,46103,SD,South Dakota,44.0037,-102.8238,112504
Jefferson,36045,NY,New York,44.0495,-75.9208,111454
Gallatin,30031,MT,Montana,45.5404,-111.1704,111401
Terrebonne,22109,LA,Louisiana,29.4148,-90.8663,111297
Mercer,42085,PA,Pennsylvania,41.3022,-80.2577,110519
Navajo,4017,AZ,Arizona,35.3996,-110.3214,110271
LaPorte,18091,IN,Indiana,41.546,-86.74,110026
Douglas,41019,OR,Oregon,43.2797,-123.1665,110015
Kankakee,17091,IL,Illinois,41.1377,-87.8618,109924
Newton,13217,GA,Georgia,33.555,-83.8502,109835
Ontario,36069,NY,New York,42.8528,-77.2998,109774
Eaton,26045,MI,Michigan,42.5961,-84.8383,109730
Hardin,21093,KY,Kentucky,37.6979,-85.9634,109627
Craighead,5031,AR,Arkansas,35.8308,-90.6328,109081
LaSalle,17099,IL,Illinois,41.344,-88.8859,108998
Albemarle,51003,VA,Virginia,38.0229,-78.5567,108819
Cowlitz,53015,WA,Washington,46.1932,-122.681,108399
St. Lawrence,36089,NY,New York,44.4964,-75.069,108352
Androscoggin,23001,ME,Maine,44.1658,-70.2065,107958
Matanuska-Susitna,2170,AK,Alaska,62.3155,-149.5728,107360
Vigo,18167,IN,Indiana,39.4306,-87.39,107305
Bradley,47011,TN,Tennessee,35.1541,-84.8596,106924
Sumter,45085,SC,South Carolina,33.9162,-80.3823,106675
Hanover,51085,VA,Virginia,37.7601,-77.491,106538
Bartow,13015,GA,Georgia,34.2377,-84.8403,106456
Monongalia,54061,WV,West Virginia,39.6303,-80.0466,106196
Yamhill,41071,OR,Oregon,45.2327,-123.3081,106087
Miami,39109,OH,Ohio,40.0535,-84.2289,106074
Warren,34041,NJ,New Jersey,40.8572,-74.9973,105730
Madison,28089,MS,Mississippi,32.6347,-90.0337,105482
Houston,1069,AL,Alabama,31.1532,-85.3025,105319
Macon,17115,IL,Illinois,39.86,-88.9615,104688
Cass,29037,MO,Missouri,38.647,-94.3549,104687
DeKalb,17037,IL,Illinois,41.8935,-88.7703,104588
Highlands,12055,FL,Florida,27.3434,-81.341,104574
Eau Claire,55035,WI,Wisconsin,44.7268,-91.286,104132
Whitfield,13313,GA,Georgia,34.8056,-84.9672,104122
Franklin,29071,MO,Missouri,38.4111,-91.075,103629
Carver,27019,MN,Minnesota,44.8207,-93.8026,103561
Bay,26017,MI,Michigan,43.7074,-83.9921,103506
Walworth,55127,WI,Wisconsin,42.6685,-88.5419,103391
Wicomico,24045,MD,Maryland,38.3733,-75.6208,103222
Cecil,24015,MD,Maryland,39.5712,-75.9407,102889
Platte,29165,MO,Missouri,39.3803,-94.7738,102848
Allen,39003,OH,Ohio,40.7715,-84.1058,102808
Etowah,1055,AL,Alabama,34.0453,-86.0348,102721
Woodbury,19193,IA,Iowa,42.3897,-96.0448,102687
Fond du Lac,55039,WI,Wisconsin,43.7536,-88.4882,102654
Adams,42001,PA,Pennsylvania,39.8715,-77.2179,102627
Columbiana,39029,OH,Ohio,40.7684,-80.7772,102514
Craven,37049,NC,North Carolina,35.1249,-77.0939,102290
Tompkins,36109,NY,New York,42.452,-76.4736,102237
Flathead,30029,MT,Montana,48.2951,-114.0497,102001
Rockwall,48397,TX,Texas,32.8978,-96.4079,101175
Daviess,21059,KY,Kentucky,37.7318,-87.0873,101001
Nevada,6057,CA,California,39.3013,-120.7688,99417
Laramie,56021,WY,Wyoming,41.3071,-104.6896,99272
Moore,37125,NC,North Carolina,35.3106,-79.4814,99263
Roanoke,51770,VA,Virginia,37.2785,-79.9581,99122
Garland,5051,AR,Arkansas,34.5767,-93.1504,99043
Putnam,36079,NY,New York,41.4267,-73.7495,98714
Montgomery,51121,VA,Virginia,37.1743,-80.3872,98495
Fairbanks North Star,2090,AK,Alaska,64.8078,-146.5654,98455
Lenawee,26091,MI,Michigan,41.8951,-84.0664,98310
Sevier,47155,TN,Tennessee,35.7846,-83.5242,98007
Lafourche,22057,LA,Louisiana,29.5661,-90.4256,97980
Madison,47113,TN,Tennessee,35.6082,-88.8385,97838
Floyd,13115,GA,Georgia,34.2632,-85.2143,97805
Cleveland,37045,NC,North Carolina,35.3341,-81.5555,97765
Ashtabula,39007,OH,Ohio,41.7074,-80.7483,97416
Story,19169,IA,Iowa,42.0362,-93.465,97355
Dubuque,19061,IA,Iowa,42.4688,-90.8825,97193
Limestone,1083,AL,Alabama,34.8101,-86.9814,96921
Grant,53025,WA,Washington,47.2057,-119.4517,96648
Sutter,6101,CA,California,39.0346,-121.6948,96315
Hunt,48231,TX,Texas,33.1236,-96.0855,96202
Marshall,1095,AL,Alabama,34.367,-86.3066,96137
Sherburne,27141,MN,Minnesota,45.4439,-93.7746,96015
Steuben,36101,NY,New York,42.2678,-77.3838,95843
Burleigh,38015,ND,North Dakota,46.9775,-100.4687,95509
Lancaster,45057,SC,South Carolina,34.6867,-80.7054,95378
Portsmouth,51740,VA,Virginia,36.8468,-76.354,94961
Maury,47119,TN,Tennessee,35.6169,-87.077,94615
Nash,37127,NC,North Carolina,35.9673,-77.9864,94287
Roanoke,51161,VA,Virginia,37.2693,-80.068,94103
Franklin,53021,WA,Washington,46.5347,-118.8989,93681
Geauga,39055,OH,Ohio,41.4995,-81.1786,93657
Bowie,48037,TX,Texas,33.4458,-94.4234,93622
Campbell,21037,KY,Kentucky,38.9465,-84.3795,93608
Pottawattamie,19155,IA,Iowa,41.3366,-95.5423,93478
Cabell,54011,WV,West Virginia,38.4203,-82.2417,93328
Walton,13297,GA,Georgia,33.7816,-83.7339,93284
Lauderdale,1077,AL,Alabama,34.9014,-87.654,92870
Cape May,34009,NJ,New Jersey,39.1496,-74.8002,92701
Grand Traverse,26055,MI,Michigan,44.6688,-85.5605,92640
Benton,41003,OR,Oregon,44.4918,-123.4293,92168
Tuscarawas,39157,OH,Ohio,40.4409,-81.4738,92165
Calvert,24009,MD,Maryland,38.5434,-76.5687,92094
Madison,21151,KY,Kentucky,37.7202,-84.278,92090
Rogers,40131,OK,Oklahoma,36.3715,-95.6043,92052
Victoria,48469,TX,Texas,28.7963,-96.9715,92044
Suffolk,51800,VA,Virginia,36.6953,-76.6398,91383
Northumberland,42097,PA,Pennsylvania,40.8519,-76.7095,91234
Rockingham,37157,NC,North Carolina,36.396,-79.775,91051
Dallas,19049,IA,Iowa,41.6849,-94.0398,90418
Grafton,33009,NH,New Hampshire,43.9407,-71.8208,90331
Rockdale,13247,GA,Georgia,33.6543,-84.0266,90155
Burke,37023,NC,North Carolina,35.7496,-81.7048,90148
Wayne,36117,NY,New York,43.1566,-77.0294,90103
St. Croix,55109,WI,Wisconsin,45.034,-92.4526,89702
Ozaukee,55089,WI,Wisconsin,43.384,-87.951,89179
St. Clair,1115,AL,Alabama,33.7157,-86.3146,88929
Dougherty,13095,GA,Georgia,31.5334,-84.2163,88696
Frederick,51069,VA,Virginia,39.2046,-78.2626,88054
Lapeer,26087,MI,Michigan,43.0901,-83.2218,87975
Buchanan,29021,MO,Missouri,39.6598,-94.8059,87904
Dodge,55027,WI,Wisconsin,43.4163,-88.7075,87569
Christian,29043,MO,Missouri,36.9696,-93.1889,87324
Angelina,48005,TX,Texas,31.2548,-94.6119,87119
Mendocino,6045,CA,California,39.4402,-123.3915,87110
Josephine,41033,OR,Oregon,42.3655,-123.5555,87097
Orangeburg,45075,SC,South Carolina,33.439,-80.8003,86953
Bastrop,48021,TX,Texas,30.1036,-97.312,86839
Bannock,16005,ID,Idaho,42.6685,-112.2246,86742
Twin Falls,16083,ID,Idaho,42.356,-114.6672,86198
Liberty,48291,TX,Texas,30.1516,-94.8122,86173
Lawrence,42073,PA,Pennsylvania,40.9912,-80.3347,86148
Muskingum,39119,OH,Ohio,39.9654,-81.9444,86033
Nassau,12089,FL,Florida,30.6107,-81.8016,85762
Lee,28081,MS,Mississippi,34.2899,-88.6804,85304
Crawford,42039,PA,Pennsylvania,41.6847,-80.1062,85074
Glynn,13127,GA,Georgia,31.2309,-81.5407,85008
Jefferson,55055,WI,Wisconsin,43.0208,-88.7759,84837
Polk,41053,OR,Oregon,44.9035,-123.4132,84730
Lincoln,37109,NC,North Carolina,35.4856,-81.2235,84580
Indiana,42063,PA,Pennsylvania,40.652,-79.0876,84463
Wood,54107,WV,West Virginia,39.2112,-81.515,84387
Island,53029,WA,Washington,48.163,-122.5481,84187
Chemung,36015,NY,New York,42.1412,-76.76,84115
Orange,48361,TX,Texas,30.1213,-93.8939,83776
Midland,26111,MI,Michigan,43.6468,-84.3881,83445
Cullman,1043,AL,Alabama,34.1319,-86.8676,83345
Bartholomew,18005,IN,Indiana,39.206,-85.8976,83280
St. Landry,22097,LA,Louisiana,30.5989,-92.0058,82786
Newport,44005,RI,Rhode Island,41.5566,-71.2365,82731
Howard,18067,IN,Indiana,40.4836,-86.1169,82486
Caldwell,37027,NC,North Carolina,35.953,-81.5464,82056
Henderson,48213,TX,Texas,32.2119,-95.8536,81969
Payne,40119,OK,Oklahoma,36.0773,-96.9756,81912
Wilson,37195,NC,North Carolina,35.7051,-77.9187,81579
Cascade,30013,MT,Montana,47.308,-111.347,81576
Elmore,1051,AL,Alabama,32.5966,-86.1491,81526
Leavenworth,20103,KS,Kansas,39.1993,-95.038,81499
Barrow,13013,GA,Georgia,33.9932,-83.7127,81294
Rockingham,51165,VA,Virginia,38.512,-78.8758,81138
Lynchburg,51680,VA,Virginia,37.4003,-79.1909,80970
Bullitt,21029,KY,Kentucky,37.9701,-85.6959,80921
Clinton,36019,NY,New York,44.7462,-73.6782,80320
Wagoner,40145,OK,Oklahoma,35.9611,-95.5212,80264
Talladega,1121,AL,Alabama,33.3801,-86.1659,80244
Natrona,56025,WY,Wyoming,42.9622,-106.7985,80067
Clearfield,42033,PA,Pennsylvania,41,-78.4742,79466
Lewis,53041,WA,Washington,46.5778,-122.3927,79430
Kosciusko,18085,IN,Indiana,41.2441,-85.8607,79156
Manitowoc,55071,WI,Wisconsin,44.1199,-87.8097,78977
Bedford,51019,VA,Virginia,37.3152,-79.5242,78965
Clinton,26037,MI,Michigan,42.9437,-84.6015,78957
Cape Girardeau,29031,MO,Missouri,37.384,-89.6844,78834
White,5145,AR,Arkansas,35.2563,-91.7456,78725
Putnam,47141,TN,Tennessee,36.1408,-85.4952,78542
Oconee,45073,SC,South Carolina,34.7535,-83.0659,78314
Floyd,18043,IN,Indiana,38.3188,-85.907,77879
Bulloch,13031,GA,Georgia,32.3968,-81.7432,77719
Yuba,6115,CA,California,39.269,-121.3513,77524
Umatilla,41059,OR,Oregon,45.5919,-118.7369,77319
Cayuga,36011,NY,New York,42.9175,-76.5545,76958
Ross,39141,OH,Ohio,39.3376,-83.057,76816
Cattaraugus,36009,NY,New York,42.2486,-78.6788,76750
Vermilion,17183,IL,Illinois,40.1834,-87.7328,76704
Chelan,53007,WA,Washington,47.8692,-120.619,76653
Cole,29051,MO,Missouri,38.5054,-92.2816,76630
Hancock,18059,IN,Indiana,39.8236,-85.7732,76614
Valencia,35061,NM,New Mexico,34.7155,-106.809,76518
Anderson,47001,TN,Tennessee,36.1185,-84.1985,76513
Clallam,53009,WA,Washington,48.0493,-123.928,76482
Cheshire,33005,NH,New Hampshire,42.9194,-72.2512,76040
James City,51095,VA,Virginia,37.3288,-76.7789,76032
Hancock,39063,OH,Ohio,41.0019,-83.6665,75765
Augusta,51015,VA,Virginia,38.1644,-79.1339,75754
Coryell,48099,TX,Texas,31.3909,-97.7992,75576
Lauderdale,28075,MS,Mississippi,32.4043,-88.6626,75557
Scioto,39145,OH,Ohio,38.8039,-82.9929,75441
Van Buren,26159,MI,Michigan,42.2513,-86.0189,75416
Sullivan,36105,NY,New York,41.7164,-74.7681,75329
Forrest,28035,MS,Mississippi,31.1889,-89.2579,75162
Monroe,12087,FL,Florida,25.3185,-81.1087,75137
Raleigh,54081,WV,West Virginia,37.7714,-81.2487,74452
Erie,39043,OH,Ohio,41.3641,-82.6194,74419
Riley,20161,KS,Kansas,39.2966,-96.7352,74059
Somerset,42111,PA,Pennsylvania,39.9725,-79.0283,73844
Putnam,12107,FL,Florida,29.6086,-81.7443,73784
Grays Harbor,53027,WA,Washington,47.1502,-123.7736,73769
Lonoke,5085,AR,Arkansas,34.7543,-91.8888,73163
Wood,55141,WI,Wisconsin,44.4553,-90.0416,72892
Chatham,37037,NC,North Carolina,35.7026,-79.2553,72853
Pottawatomie,40125,OK,Oklahoma,35.2066,-96.9484,72511
Walker,48471,TX,Texas,30.739,-95.5723,72295
McKinley,35031,NM,New Mexico,35.5807,-108.2618,71956
Kauai,15007,HI,Hawaii,22.0398,-159.5966,71949
Surry,37171,NC,North Carolina,36.4146,-80.688,71904
Apache,4001,AZ,Arizona,35.3955,-109.4888,71714
Creek,40037,OK,Oklahoma,35.9026,-96.3708,71505
Christian,21047,KY,Kentucky,36.8942,-87.4904,71470
DeKalb,1049,AL,Alabama,34.4598,-85.8041,71430
Walton,12131,FL,Florida,30.6436,-86.1696,71049
Allegany,24001,MD,Maryland,39.6215,-78.6976,71002
Madison,36053,NY,New York,42.9128,-75.6697,70990
Robertson,47147,TN,Tennessee,36.5255,-86.8706,70982
Columbia,12023,FL,Florida,30.2242,-82.6215,70898
Portage,55097,WI,Wisconsin,44.476,-89.5014,70822
Iberia,22045,LA,Louisiana,29.8965,-91.7301,70763
Greenwood,45047,SC,South Carolina,34.1537,-82.1259,70672
Franklin,25011,MA,Massachusetts,42.5831,-72.5918,70529
Jackson,13157,GA,Georgia,34.1339,-83.5664,70467
Isabella,26073,MI,Michigan,43.6406,-84.8468,70363
Lea,35025,NM,New Mexico,32.7921,-103.4125,70359
Fauquier,51061,VA,Virginia,38.7387,-77.8092,70353
Grand Forks,38035,ND,North Dakota,47.9219,-97.4569,70243
Morgan,18109,IN,Indiana,39.4815,-86.4462,70141
Troup,13285,GA,Georgia,33.0335,-85.0283,70095
Tooele,49045,UT,Utah,40.4488,-113.1311,69740
Broomfield,8014,CO,Colorado,39.9542,-105.0526,69444
Walker,13295,GA,Georgia,34.7356,-85.301,69398
Carteret,37031,NC,North Carolina,34.8357,-76.6589,69301
Greene,47059,TN,Tennessee,36.1753,-82.8458,69077
Ward,38101,ND,North Dakota,48.2217,-101.5418,68962
Lewis and Clark,30049,MT,Montana,47.1224,-112.3905,68714
Muskogee,40101,OK,Oklahoma,35.6161,-95.3795,68451
York,51199,VA,Virginia,37.2431,-76.5635,68389
Wilkes,37193,NC,North Carolina,36.2062,-81.163,68341
Jones,28067,MS,Mississippi,31.6226,-89.1688,68307
Shiawassee,26155,MI,Michigan,42.9537,-84.1467,68176
Jefferson,5069,AR,Arkansas,34.2683,-91.9304,68123
Franklin,37069,NC,North Carolina,36.0828,-78.2857,68027
Wise,48497,TX,Texas,33.2159,-97.6545,67884
Harrison,54033,WV,West Virginia,39.2835,-80.3798,67620
Klamath,41035,OR,Oregon,42.6863,-121.6501,67606
Aroostook,23003,ME,Maine,46.6589,-68.5989,67431
Belmont,39013,OH,Ohio,40.0158,-80.9884,67424
Blue Earth,27013,MN,Minnesota,44.0346,-94.067,67368
Catoosa,13047,GA,Georgia,34.9036,-85.1382,67181
Laurens,45059,SC,South Carolina,34.4834,-82.0057,66990
San Patricio,48409,TX,Texas,28.0092,-97.5188,66969
Williamson,17199,IL,Illinois,37.7303,-88.9299,66929
Butler,20015,KS,Kansas,37.7813,-96.8391,66890
Boone,18011,IN,Indiana,40.0508,-86.4687,66875
Darlington,45031,SC,South Carolina,34.3325,-79.9577,66858
Otero,35035,NM,New Mexico,32.6132,-105.7414,66804
Rutherford,37161,NC,North Carolina,35.4026,-81.9198,66741
St. Francois,29187,MO,Missouri,37.8103,-90.4723,66653
Rice,27131,MN,Minnesota,44.3543,-93.2967,66549
Harrison,48203,TX,Texas,32.5481,-94.3715,66547
Oldham,21185,KY,Kentucky,38.3994,-85.4483,66508
Marquette,26103,MI,Michigan,46.4313,-87.6416,66403
Wayne,18177,IN,Indiana,39.8644,-85.0099,66176
Grant,18053,IN,Indiana,40.5158,-85.6547,66055
Spalding,13255,GA,Georgia,33.2609,-84.2841,66043
Athens,39009,OH,Ohio,39.3339,-82.0452,65945
Jefferson,39081,OH,Ohio,40.385,-80.761,65943
Kershaw,45055,SC,South Carolina,34.3388,-80.5902,65926
Adams,17001,IL,Illinois,39.9879,-91.1886,65670
McCracken,21145,KY,Kentucky,37.054,-88.7128,65485
Columbia,42037,PA,Pennsylvania,41.0486,-76.4052,65390
Armstrong,42005,PA,Pennsylvania,40.8121,-79.4646,65356
Mason,53045,WA,Washington,47.3484,-123.1928,65326
Marion,39101,OH,Ohio,40.5872,-83.1609,65179
Nacogdoches,48347,TX,Texas,31.616,-94.6159,65080
Chaves,35005,NM,New Mexico,33.3633,-104.4669,64912
Pulaski,21199,KY,Kentucky,37.1039,-84.5772,64789
Crow Wing,27035,MN,Minnesota,46.4824,-94.0709,64775
Hamblen,47063,TN,Tennessee,36.2171,-83.2667,64479
Ionia,26067,MI,Michigan,42.9451,-85.0746,64401
Lake,6033,CA,California,39.0996,-122.7532,64276
Warren,36113,NY,New York,43.561,-73.846,64187
Tehama,6103,CA,California,40.1257,-122.234,64176
Coos,41011,OR,Oregon,43.1742,-124.0594,64175
Chippewa,55017,WI,Wisconsin,45.0694,-91.2799,64175
Sauk,55111,WI,Wisconsin,43.4267,-89.9482,64152
Starr,48427,TX,Texas,26.5622,-98.7384,64032
Clay,27027,MN,Minnesota,46.8923,-96.4907,64029
Carbon,42025,PA,Pennsylvania,40.9182,-75.7088,63964
Pope,5115,AR,Arkansas,35.4478,-93.0345,63926
Walker,1127,AL,Alabama,33.8033,-87.2974,63802
Montcalm,26117,MI,Michigan,43.3109,-85.1525,63516
Sampson,37163,NC,North Carolina,34.9916,-78.3714,63284
Livingston,36051,NY,New York,42.7281,-77.7755,63218
Crawford,5033,AR,Arkansas,35.588,-94.2429,63118
Salem,34033,NJ,New Jersey,39.5876,-75.3491,62754
Lamar,28073,MS,Mississippi,31.206,-89.5087,62693
Warrick,18173,IN,Indiana,38.0922,-87.2721,62608
Reno,20155,KS,Kansas,37.9529,-98.086,62421
Acadia,22001,LA,Louisiana,30.2906,-92.412,62371
Effingham,13103,GA,Georgia,32.3673,-81.3414,62241
Georgetown,45043,SC,South Carolina,33.4343,-79.3324,62150
Stanly,37167,NC,North Carolina,35.3119,-80.251,62050
Liberty,13179,GA,Georgia,31.8282,-81.4949,62039
Pender,37141,NC,North Carolina,34.5248,-77.9051,61891
Haywood,37087,NC,North Carolina,35.556,-82.9822,61862
Knox,39083,OH,Ohio,40.3988,-82.4215,61776
Herkimer,36043,NY,New York,43.4197,-74.9625,61738
Tipton,47167,TN,Tennessee,35.4973,-89.7566,61562
Garfield,40047,OK,Oklahoma,36.3791,-97.7827,61555
San Benito,6069,CA,California,36.6057,-121.075,61547
Hall,31079,NE,Nebraska,40.8726,-98.5022,61338
Washington,36115,NY,New York,43.3137,-73.4308,61304
Belknap,33001,NH,New Hampshire,43.5179,-71.4227,61174
Lee,37105,NC,North Carolina,35.4752,-79.1715,61083
Barry,26015,MI,Michigan,42.595,-85.309,61045
Pittsylvania,51143,VA,Virginia,36.8213,-79.3971,60867
St. Joseph,26149,MI,Michigan,41.9144,-85.5278,60789
Walla Walla,53071,WA,Washington,46.2298,-118.4784,60785
Bradford,42015,PA,Pennsylvania,41.7887,-76.5154,60721
Laurel,21125,KY,Kentucky,37.1107,-84.1178,60631
Washington,39167,OH,Ohio,39.4553,-81.4953,60217
Hood,48221,TX,Texas,32.4299,-97.8323,60025
Cumberland,47035,TN,Tennessee,35.9504,-84.9984,60016
Columbia,36021,NY,New York,42.2501,-73.6318,60016
Lawrence,39087,OH,Ohio,38.5984,-82.5368,59901
Granville,37077,NC,North Carolina,36.304,-78.6527,59823
Vermilion,22113,LA,Louisiana,29.8466,-92.3237,59787
Garfield,8045,CO,Colorado,39.5993,-107.904,59605
Otsego,36077,NY,New York,42.6337,-75.0326,59593
Mercer,54055,WV,West Virginia,37.4055,-81.1114,59370
Duplin,37061,NC,North Carolina,34.9365,-77.933,58965
Lowndes,28087,MS,Mississippi,33.4729,-88.4433,58896
Lincoln,46083,SD,South Dakota,43.2789,-96.7218,58887
Kenai Peninsula,2122,AK,Alaska,60.2654,-151.5652,58809
Sandusky,39143,OH,Ohio,41.3562,-83.1464,58801
Pike,21195,KY,Kentucky,37.4691,-82.3958,58595
Rutland,50021,VT,Vermont,43.5802,-73.0366,58527
Otter Tail,27111,MN,Minnesota,46.4088,-95.708,58416
Washington,50023,VT,Vermont,44.2734,-72.6148,58336
Newton,29145,MO,Missouri,36.9055,-94.3393,58288
Huron,39077,OH,Ohio,41.1463,-82.598,58271
Pickaway,39129,OH,Ohio,39.6419,-83.0244,58112
Maverick,48323,TX,Texas,28.7426,-100.3145,58098
Russell,1113,AL,Alabama,32.2884,-85.1849,57938
Anderson,48001,TX,Texas,31.8133,-95.6525,57917
Union,39159,OH,Ohio,40.2994,-83.3716,57871
Eddy,35015,NM,New Mexico,32.4715,-104.3044,57865
Gordon,13129,GA,Georgia,34.5032,-84.8759,57756
Blount,1009,AL,Alabama,33.9809,-86.5674,57755
Oxford,23017,ME,Maine,44.4998,-70.7566,57741
Lincoln,29113,MO,Missouri,39.058,-90.96,57590
Genesee,36037,NY,New York,43.0009,-78.1937,57554
Jackson,17077,IL,Illinois,37.7851,-89.3821,57517
Hardin,48199,TX,Texas,30.3324,-94.3902,57356
Columbia,55021,WI,Wisconsin,43.4666,-89.3337,57331
Cherokee,45021,SC,South Carolina,35.0481,-81.6206,57110
Jefferson,54037,WV,West Virginia,39.3076,-77.8628,56922
Hawkins,47073,TN,Tennessee,36.4412,-82.9447,56735
Putnam,54079,WV,West Virginia,38.5086,-81.909,56604
Carter,47019,TN,Tennessee,36.2928,-82.1275,56452
Lenoir,37107,NC,North Carolina,35.2388,-77.6412,56350
Marion,54049,WV,West Virginia,39.51,-80.2434,56233
Franklin,51067,VA,Virginia,36.992,-79.881,56231
La Plata,8067,CO,Colorado,37.2866,-107.8433,56138
Coffee,47031,TN,Tennessee,35.4906,-86.0748,56024
Van Zandt,48467,TX,Texas,32.5637,-95.8365,55970
Scott,21209,KY,Kentucky,38.2915,-84.5839,55961
Chisago,27025,MN,Minnesota,45.5025,-92.9084,55844
Watauga,37189,NC,North Carolina,36.2311,-81.6964,55669
Lyon,32019,NV,Nevada,39.0206,-119.189,55667
Pike,42103,PA,Pennsylvania,41.332,-75.0338,55660
Columbus,37047,NC,North Carolina,34.2656,-78.655,55659
Autauga,1001,AL,Alabama,32.5349,-86.6427,55639
Whiteside,17195,IL,Illinois,41.7563,-89.9141,55583
Taney,29213,MO,Missouri,36.6548,-93.0412,55563
Pearl River,28109,MS,Mississippi,30.7688,-89.5896,55512
Campbell,51031,VA,Virginia,37.2054,-79.0965,55406
Grady,40051,OK,Oklahoma,35.0169,-97.8841,55315
Seneca,39147,OH,Ohio,41.1239,-83.1277,55251
Carson City,32510,NV,Nevada,39.1511,-119.7476,55244
Windsor,50027,VT,Vermont,43.5799,-72.5863,55191
Eagle,8037,CO,Colorado,39.6278,-106.6953,54960
Colbert,1033,AL,Alabama,34.7005,-87.805,54957
Box Elder,49003,UT,Utah,41.521,-113.0821,54953
Hancock,23009,ME,Maine,44.6643,-68.3585,54832
Hoke,37093,NC,North Carolina,35.0175,-79.2373,54590
Saline,20169,KS,Kansas,38.7838,-97.65,54384
